location,target,unit,type,bin_start_incl,bin_end_notincl,value
HHS Region 7,Season peak percentage,percent,Bin,5.9,6,0.011820636084194458
HHS Region 7,Season peak percentage,percent,Bin,6,6.1,0.01120991635923381
HHS Region 7,Season peak percentage,percent,Bin,6.1,6.2,0.01061538898377396
HHS Region 7,Season peak percentage,percent,Bin,6.2,6.3,0.010039166669143078
HHS Region 7,Season peak percentage,percent,Bin,6.3,6.4,0.009483260805793687
HHS Region 7,Season peak percentage,percent,Bin,6.4,6.5,0.008948757855059313
HHS Region 7,Season peak percentage,percent,Bin,6.5,6.6,0.008436591994770544
HHS Region 7,Season peak percentage,percent,Bin,6.6,6.7,0.007947115120462702
HHS Region 7,Season peak percentage,percent,Bin,6.7,6.8,0.007480680780241879
HHS Region 7,Season peak percentage,percent,Bin,6.8,6.9,0.007036959914517291
HHS Region 7,Season peak percentage,percent,Bin,6.9,7,0.006615704392838751
HHS Region 7,Season peak percentage,percent,Bin,7,7.1,0.006216555209820502
HHS Region 7,Season peak percentage,percent,Bin,7.1,7.2,0.005838940330228672
HHS Region 7,Season peak percentage,percent,Bin,7.2,7.3,0.00548213484235513
HHS Region 7,Season peak percentage,percent,Bin,7.3,7.4,0.005145429810364906
HHS Region 7,Season peak percentage,percent,Bin,7.4,7.5,0.004828342221191518
HHS Region 7,Season peak percentage,percent,Bin,7.5,7.6,0.004530029710388563
HHS Region 7,Season peak percentage,percent,Bin,7.6,7.7,0.0042499323548714895
HHS Region 7,Season peak percentage,percent,Bin,7.7,7.8,0.003987330346024907
HHS Region 7,Season peak percentage,percent,Bin,7.8,7.9,0.0037417512465248875
HHS Region 7,Season peak percentage,percent,Bin,7.9,8,0.00351234315013292
HHS Region 7,Season peak percentage,percent,Bin,8,8.1,0.00329859174795941
HHS Region 7,Season peak percentage,percent,Bin,8.1,8.2,0.0030998869805091583
HHS Region 7,Season peak percentage,percent,Bin,8.2,8.3,0.002915618660116226
HHS Region 7,Season peak percentage,percent,Bin,8.3,8.4,0.0027450673410840203
HHS Region 7,Season peak percentage,percent,Bin,8.4,8.5,0.0025875667596653206
HHS Region 7,Season peak percentage,percent,Bin,8.5,8.6,0.002442517714204288
HHS Region 7,Season peak percentage,percent,Bin,8.6,8.7,0.0023091466658007446
HHS Region 7,Season peak percentage,percent,Bin,8.7,8.8,0.0021868628743174764
HHS Region 7,Season peak percentage,percent,Bin,8.8,8.9,0.0020749461637636726
HHS Region 7,Season peak percentage,percent,Bin,8.9,9,0.0019727876401687723
HHS Region 7,Season peak percentage,percent,Bin,9,9.1,0.0018796486779863494
HHS Region 7,Season peak percentage,percent,Bin,9.1,9.2,0.0017949806218324632
HHS Region 7,Season peak percentage,percent,Bin,9.2,9.3,0.001718183500105153
HHS Region 7,Season peak percentage,percent,Bin,9.3,9.4,0.0016487211520059086
HHS Region 7,Season peak percentage,percent,Bin,9.4,9.5,0.0015860591070994718
HHS Region 7,Season peak percentage,percent,Bin,9.5,9.6,0.0015297041261624876
HHS Region 7,Season peak percentage,percent,Bin,9.6,9.7,0.001479202264564211
HHS Region 7,Season peak percentage,percent,Bin,9.7,9.8,0.0014340786311578429
HHS Region 7,Season peak percentage,percent,Bin,9.8,9.9,0.0013939629239681718
HHS Region 7,Season peak percentage,percent,Bin,9.9,10,0.00135839878396239
HHS Region 7,Season peak percentage,percent,Bin,10,10.1,0.001326978621691295
HHS Region 7,Season peak percentage,percent,Bin,10.1,10.2,0.0012992401798540235
HHS Region 7,Season peak percentage,percent,Bin,10.2,10.3,0.0012747688114369453
HHS Region 7,Season peak percentage,percent,Bin,10.3,10.4,0.0012530841200218065
HHS Region 7,Season peak percentage,percent,Bin,10.4,10.5,0.0012337077483589145
HHS Region 7,Season peak percentage,percent,Bin,10.5,10.6,0.0012161447352835855
HHS Region 7,Season peak percentage,percent,Bin,10.6,10.7,0.0011998748032790488
HHS Region 7,Season peak percentage,percent,Bin,10.7,10.8,0.0011843716086748738
HHS Region 7,Season peak percentage,percent,Bin,10.8,10.9,0.0011691160895000218
HHS Region 7,Season peak percentage,percent,Bin,10.9,11,0.0011535965442421412
HHS Region 7,Season peak percentage,percent,Bin,11,11.1,0.0011373207110715988
HHS Region 7,Season peak percentage,percent,Bin,11.1,11.2,0.0011198288813094805
HHS Region 7,Season peak percentage,percent,Bin,11.2,11.3,0.0011007213923996545
HHS Region 7,Season peak percentage,percent,Bin,11.3,11.4,0.0010796258756592863
HHS Region 7,Season peak percentage,percent,Bin,11.4,11.5,0.0010562743031622148
HHS Region 7,Season peak percentage,percent,Bin,11.5,11.6,0.0010304464212120216
HHS Region 7,Season peak percentage,percent,Bin,11.6,11.7,0.0010020032993792649
HHS Region 7,Season peak percentage,percent,Bin,11.7,11.8,9.708882919383877e-4
HHS Region 7,Season peak percentage,percent,Bin,11.8,11.9,9.371512274568187e-4
HHS Region 7,Season peak percentage,percent,Bin,11.9,12,9.009076158624133e-4
HHS Region 7,Season peak percentage,percent,Bin,12,12.1,8.623252463546221e-4
HHS Region 7,Season peak percentage,percent,Bin,12.1,12.2,8.21674344803282e-4
HHS Region 7,Season peak percentage,percent,Bin,12.2,12.3,7.792615662701236e-4
HHS Region 7,Season peak percentage,percent,Bin,12.3,12.4,7.354531976277833e-4
HHS Region 7,Season peak percentage,percent,Bin,12.4,12.5,6.906340501883814e-4
HHS Region 7,Season peak percentage,percent,Bin,12.5,12.6,6.452283926471719e-4
HHS Region 7,Season peak percentage,percent,Bin,12.6,12.7,5.996519621646016e-4
HHS Region 7,Season peak percentage,percent,Bin,12.7,12.8,5.543241177877868e-4
HHS Region 7,Season peak percentage,percent,Bin,12.8,12.9,5.09654800332919e-4
HHS Region 7,Season peak percentage,percent,Bin,12.9,13,4.660144502117158e-4
HHS Region 7,Season peak percentage,percent,Bin,13,100,0.003305123505307032
HHS Region 7,1 wk ahead,percent,Bin,0,0.1,0.0038775523349497817
HHS Region 7,1 wk ahead,percent,Bin,0.1,0.2,0.008849018536158338
HHS Region 7,1 wk ahead,percent,Bin,0.2,0.3,0.010462621156862549
HHS Region 7,1 wk ahead,percent,Bin,0.3,0.4,0.01227313337382995
HHS Region 7,1 wk ahead,percent,Bin,0.4,0.5,0.014289526935995023
HHS Region 7,1 wk ahead,percent,Bin,0.5,0.6,0.01650869191113172
HHS Region 7,1 wk ahead,percent,Bin,0.6,0.7,0.01891469994067325
HHS Region 7,1 wk ahead,percent,Bin,0.7,0.8,0.021469793765232604
HHS Region 7,1 wk ahead,percent,Bin,0.8,0.9,0.024114022427554515
HHS Region 7,1 wk ahead,percent,Bin,0.9,1,0.02676361615176223
HHS Region 7,1 wk ahead,percent,Bin,1,1.1,0.029314519391822638
HHS Region 7,1 wk ahead,percent,Bin,1.1,1.2,0.03164983562871464
HHS Region 7,1 wk ahead,percent,Bin,1.2,1.3,0.03364963339067838
HHS Region 7,1 wk ahead,percent,Bin,1.3,1.4,0.03520181252723813
HHS Region 7,1 wk ahead,percent,Bin,1.4,1.5,0.03621662113425745
HHS Region 7,1 wk ahead,percent,Bin,1.5,1.6,0.036631312763525235
HHS Region 7,1 wk ahead,percent,Bin,1.6,1.7,0.036427275722126645
HHS Region 7,1 wk ahead,percent,Bin,1.7,1.8,0.03561667901494951
HHS Region 7,1 wk ahead,percent,Bin,1.8,1.9,0.03425651002646131
HHS Region 7,1 wk ahead,percent,Bin,1.9,2,0.03243075791924604
HHS Region 7,1 wk ahead,percent,Bin,2,2.1,0.030246789064375612
HHS Region 7,1 wk ahead,percent,Bin,2.1,2.2,0.027823150162766628
HHS Region 7,1 wk ahead,percent,Bin,2.2,2.3,0.025279754253181717
HHS Region 7,1 wk ahead,percent,Bin,2.3,2.4,0.022729733103175657
HHS Region 7,1 wk ahead,percent,Bin,2.4,2.5,0.020272862627920312
HHS Region 7,1 wk ahead,percent,Bin,2.5,2.6,0.017991364962691384
HHS Region 7,1 wk ahead,percent,Bin,2.6,2.7,0.01595051284020573
HHS Region 7,1 wk ahead,percent,Bin,2.7,2.8,0.014195573010983994
HHS Region 7,1 wk ahead,percent,Bin,2.8,2.9,0.012758911750821562
HHS Region 7,1 wk ahead,percent,Bin,2.9,3,0.011654742951699801
HHS Region 7,1 wk ahead,percent,Bin,3,3.1,0.010885581503346491
HHS Region 7,1 wk ahead,percent,Bin,3.1,3.2,0.0104414368899847
HHS Region 7,1 wk ahead,percent,Bin,3.2,3.3,0.010298485448511033
HHS Region 7,1 wk ahead,percent,Bin,3.3,3.4,0.010421211730331057
HHS Region 7,1 wk ahead,percent,Bin,3.4,3.5,0.01075893838455368
HHS Region 7,1 wk ahead,percent,Bin,3.5,3.6,0.011251544661970349
HHS Region 7,1 wk ahead,percent,Bin,3.6,3.7,0.011827056897675013
HHS Region 7,1 wk ahead,percent,Bin,3.7,3.8,0.012409050004911533
HHS Region 7,1 wk ahead,percent,Bin,3.8,3.9,0.01292089792443014
HHS Region 7,1 wk ahead,percent,Bin,3.9,4,0.013291923965220286
HHS Region 7,1 wk ahead,percent,Bin,4,4.1,0.01346520562341018
HHS Region 7,1 wk ahead,percent,Bin,4.1,4.2,0.013402843906692108
HHS Region 7,1 wk ahead,percent,Bin,4.2,4.3,0.013087988005164891
HHS Region 7,1 wk ahead,percent,Bin,4.3,4.4,0.012529851122889424
HHS Region 7,1 wk ahead,percent,Bin,4.4,4.5,0.011757904710449052
HHS Region 7,1 wk ahead,percent,Bin,4.5,4.6,0.010821612060424193
HHS Region 7,1 wk ahead,percent,Bin,4.6,4.7,0.00978017259490013
HHS Region 7,1 wk ahead,percent,Bin,4.7,4.8,0.008698943868243502
HHS Region 7,1 wk ahead,percent,Bin,4.8,4.9,0.007639661266056209
HHS Region 7,1 wk ahead,percent,Bin,4.9,5,0.0066554261217730915
HHS Region 7,1 wk ahead,percent,Bin,5,5.1,0.00578546712480254
HHS Region 7,1 wk ahead,percent,Bin,5.1,5.2,0.005053249025541815
HHS Region 7,1 wk ahead,percent,Bin,5.2,5.3,0.004465161449608804
HHS Region 7,1 wk ahead,percent,Bin,5.3,5.4,0.004014636484793502
HHS Region 7,1 wk ahead,percent,Bin,5.4,5.5,0.0036819117283937225
HHS Region 7,1 wk ahead,percent,Bin,5.5,5.6,0.003441239933813987
HHS Region 7,1 wk ahead,percent,Bin,5.6,5.7,0.0032631093997710255
HHS Region 7,1 wk ahead,percent,Bin,5.7,5.8,0.0031194731563057372
HHS Region 7,1 wk ahead,percent,Bin,5.8,5.9,0.002986118885408568
HHS Region 7,1 wk ahead,percent,Bin,5.9,6,0.0028455145794841824
HHS Region 7,1 wk ahead,percent,Bin,6,6.1,0.002687481215756525
HHS Region 7,1 wk ahead,percent,Bin,6.1,6.2,0.0025094826553361984
HHS Region 7,1 wk ahead,percent,Bin,6.2,6.3,0.0023153208172784667
HHS Region 7,1 wk ahead,percent,Bin,6.3,6.4,0.002113758683415648
HHS Region 7,1 wk ahead,percent,Bin,6.4,6.5,0.0019163131065390944
HHS Region 7,1 wk ahead,percent,Bin,6.5,6.6,0.0017351363686589824
HHS Region 7,1 wk ahead,percent,Bin,6.6,6.7,0.0015811592166061492
HHS Region 7,1 wk ahead,percent,Bin,6.7,6.8,0.0014624994547174821
HHS Region 7,1 wk ahead,percent,Bin,6.8,6.9,0.0013834882625819809
HHS Region 7,1 wk ahead,percent,Bin,6.9,7,0.001344097111022922
HHS Region 7,1 wk ahead,percent,Bin,7,7.1,0.0013401485973916821
HHS Region 7,1 wk ahead,percent,Bin,7.1,7.2,0.001364166885733931
HHS Region 7,1 wk ahead,percent,Bin,7.2,7.3,0.0014057872779153684
HHS Region 7,1 wk ahead,percent,Bin,7.3,7.4,0.0014535783391314582
HHS Region 7,1 wk ahead,percent,Bin,7.4,7.5,0.0014960504563156132
HHS Region 7,1 wk ahead,percent,Bin,7.5,7.6,0.001522865613257062
HHS Region 7,1 wk ahead,percent,Bin,7.6,7.7,0.001526120291216568
HHS Region 7,1 wk ahead,percent,Bin,7.7,7.8,0.001500816512698594
HHS Region 7,1 wk ahead,percent,Bin,7.8,7.9,0.001445074775457369
HHS Region 7,1 wk ahead,percent,Bin,7.9,8,0.0013605104324925516
HHS Region 7,1 wk ahead,percent,Bin,8,8.1,0.0012512078248389114
HHS Region 7,1 wk ahead,percent,Bin,8.1,8.2,0.00112342140731004
HHS Region 7,1 wk ahead,percent,Bin,8.2,8.3,9.84329856469298e-4
HHS Region 7,1 wk ahead,percent,Bin,8.3,8.4,8.414767373857308e-4
HHS Region 7,1 wk ahead,percent,Bin,8.4,8.5,7.017331971405181e-4
HHS Region 7,1 wk ahead,percent,Bin,8.5,8.6,5.707959743170639e-4
HHS Region 7,1 wk ahead,percent,Bin,8.6,8.7,4.528663559640323e-4
HHS Region 7,1 wk ahead,percent,Bin,8.7,8.8,3.5042412532038634e-4
HHS Region 7,1 wk ahead,percent,Bin,8.8,8.9,2.644219869370303e-4
HHS Region 7,1 wk ahead,percent,Bin,8.9,9,1.946407958317141e-4
HHS Region 7,1 wk ahead,percent,Bin,9,9.1,1.3969442398134585e-4
HHS Region 7,1 wk ahead,percent,Bin,9.1,9.2,9.77978812583795e-5
HHS Region 7,1 wk ahead,percent,Bin,9.2,9.3,6.675036381699398e-5
HHS Region 7,1 wk ahead,percent,Bin,9.3,9.4,4.445417667313008e-5
HHS Region 7,1 wk ahead,percent,Bin,9.4,9.5,2.8863213118195263e-5
HHS Region 7,1 wk ahead,percent,Bin,9.5,9.6,1.865653489831987e-5
HHS Region 7,1 wk ahead,percent,Bin,9.6,9.7,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,9.7,9.8,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,9.8,9.9,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,9.9,10,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,10,10.1,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,10.1,10.2,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,10.2,10.3,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,10.3,10.4,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,10.4,10.5,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,10.5,10.6,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,10.6,10.7,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,10.7,10.8,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,10.8,10.9,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,10.9,11,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,11,11.1,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,11.1,11.2,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,11.2,11.3,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,11.3,11.4,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,11.4,11.5,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,11.5,11.6,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,11.6,11.7,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,11.7,11.8,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,11.8,11.9,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,11.9,12,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,12,12.1,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,12.1,12.2,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,12.2,12.3,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,12.3,12.4,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,12.4,12.5,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,12.5,12.6,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,12.6,12.7,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,12.7,12.8,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,12.8,12.9,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,12.9,13,1.6627480896057735e-5
HHS Region 7,1 wk ahead,percent,Bin,13,100,1.6627480896057735e-5
HHS Region 7,2 wk ahead,percent,Bin,0,0.1,0.003140018426599411
HHS Region 7,2 wk ahead,percent,Bin,0.1,0.2,0.007603070011917668
HHS Region 7,2 wk ahead,percent,Bin,0.2,0.3,0.00942026815176232
HHS Region 7,2 wk ahead,percent,Bin,0.3,0.4,0.011250686320178217
HHS Region 7,2 wk ahead,percent,Bin,0.4,0.5,0.013107664172632774
HHS Region 7,2 wk ahead,percent,Bin,0.5,0.6,0.015100448710209687
HHS Region 7,2 wk ahead,percent,Bin,0.6,0.7,0.01741232868578463
HHS Region 7,2 wk ahead,percent,Bin,0.7,0.8,0.02023938627830593
HHS Region 7,2 wk ahead,percent,Bin,0.8,0.9,0.023699579985562328
HHS Region 7,2 wk ahead,percent,Bin,0.9,1,0.02776132360210411
HHS Region 7,2 wk ahead,percent,Bin,1,1.1,0.032201506489297045
HHS Region 7,2 wk ahead,percent,Bin,1.1,1.2,0.03663225923172021
HHS Region 7,2 wk ahead,percent,Bin,1.2,1.3,0.04057150834537013
HHS Region 7,2 wk ahead,percent,Bin,1.3,1.4,0.043552717833397106
HHS Region 7,2 wk ahead,percent,Bin,1.4,1.5,0.04521611457405637
HHS Region 7,2 wk ahead,percent,Bin,1.5,1.6,0.04540170311506772
HHS Region 7,2 wk ahead,percent,Bin,1.6,1.7,0.04416479783695902
HHS Region 7,2 wk ahead,percent,Bin,1.7,1.8,0.041771882106294206
HHS Region 7,2 wk ahead,percent,Bin,1.8,1.9,0.03863489978111904
HHS Region 7,2 wk ahead,percent,Bin,1.9,2,0.03522351715193994
HHS Region 7,2 wk ahead,percent,Bin,2,2.1,0.031970426702365155
HHS Region 7,2 wk ahead,percent,Bin,2.1,2.2,0.029198414651852574
HHS Region 7,2 wk ahead,percent,Bin,2.2,2.3,0.027081741295205086
HHS Region 7,2 wk ahead,percent,Bin,2.3,2.4,0.025658213777547515
HHS Region 7,2 wk ahead,percent,Bin,2.4,2.5,0.024858022589601108
HHS Region 7,2 wk ahead,percent,Bin,2.5,2.6,0.024547087777745377
HHS Region 7,2 wk ahead,percent,Bin,2.6,2.7,0.024547391554789463
HHS Region 7,2 wk ahead,percent,Bin,2.7,2.8,0.024645747848367813
HHS Region 7,2 wk ahead,percent,Bin,2.8,2.9,0.024598212989896638
HHS Region 7,2 wk ahead,percent,Bin,2.9,3,0.024154926273473366
HHS Region 7,2 wk ahead,percent,Bin,3,3.1,0.02310341980217288
HHS Region 7,2 wk ahead,percent,Bin,3.1,3.2,0.021335746401013413
HHS Region 7,2 wk ahead,percent,Bin,3.2,3.3,0.01888512435332041
HHS Region 7,2 wk ahead,percent,Bin,3.3,3.4,0.015934685927068568
HHS Region 7,2 wk ahead,percent,Bin,3.4,3.5,0.012772522016175035
HHS Region 7,2 wk ahead,percent,Bin,3.5,3.6,0.009717667112172689
HHS Region 7,2 wk ahead,percent,Bin,3.6,3.7,0.007042413150033047
HHS Region 7,2 wk ahead,percent,Bin,3.7,3.8,0.004923953658089592
HHS Region 7,2 wk ahead,percent,Bin,3.8,3.9,0.003424740345878554
HHS Region 7,2 wk ahead,percent,Bin,3.9,4,0.002512445615211562
HHS Region 7,2 wk ahead,percent,Bin,4,4.1,0.002089185525967138
HHS Region 7,2 wk ahead,percent,Bin,4.1,4.2,0.0020274256377224016
HHS Region 7,2 wk ahead,percent,Bin,4.2,4.3,0.0021958282716693154
HHS Region 7,2 wk ahead,percent,Bin,4.3,4.4,0.0024765521465779914
HHS Region 7,2 wk ahead,percent,Bin,4.4,4.5,0.0027757455379523546
HHS Region 7,2 wk ahead,percent,Bin,4.5,4.6,0.0030275427470064786
HHS Region 7,2 wk ahead,percent,Bin,4.6,4.7,0.003193514329331047
HHS Region 7,2 wk ahead,percent,Bin,4.7,4.8,0.003258431768374048
HHS Region 7,2 wk ahead,percent,Bin,4.8,4.9,0.0032219633364004604
HHS Region 7,2 wk ahead,percent,Bin,4.9,5,0.0030912272408936676
HHS Region 7,2 wk ahead,percent,Bin,5,5.1,0.0028763915554717535
HHS Region 7,2 wk ahead,percent,Bin,5.1,5.2,0.0025893683059276746
HHS Region 7,2 wk ahead,percent,Bin,5.2,5.3,0.0022468947940713006
HHS Region 7,2 wk ahead,percent,Bin,5.3,5.4,0.0018716317474118916
HHS Region 7,2 wk ahead,percent,Bin,5.4,5.5,0.001492261939014052
HHS Region 7,2 wk ahead,percent,Bin,5.5,5.6,0.0011397450081323255
HHS Region 7,2 wk ahead,percent,Bin,5.6,5.7,8.428833918394896e-4
HHS Region 7,2 wk ahead,percent,Bin,5.7,5.8,6.24331166692499e-4
HHS Region 7,2 wk ahead,percent,Bin,5.8,5.9,4.998557204087132e-4
HHS Region 7,2 wk ahead,percent,Bin,5.9,6,4.783011287317598e-4
HHS Region 7,2 wk ahead,percent,Bin,6,6.1,5.630331199057876e-4
HHS Region 7,2 wk ahead,percent,Bin,6.1,6.2,7.50186510534426e-4
HHS Region 7,2 wk ahead,percent,Bin,6.2,6.3,0.001026700401104391
HHS Region 7,2 wk ahead,percent,Bin,6.3,6.4,0.0013658068308899565
HHS Region 7,2 wk ahead,percent,Bin,6.4,6.5,0.0017262993322075804
HHS Region 7,2 wk ahead,percent,Bin,6.5,6.6,0.0020556563901961717
HHS Region 7,2 wk ahead,percent,Bin,6.6,6.7,0.002299630900351381
HHS Region 7,2 wk ahead,percent,Bin,6.7,6.8,0.0024138529458049528
HHS Region 7,2 wk ahead,percent,Bin,6.8,6.9,0.002377019190687215
HHS Region 7,2 wk ahead,percent,Bin,6.9,7,0.0021954352090557748
HHS Region 7,2 wk ahead,percent,Bin,7,7.1,0.0019018513369769463
HHS Region 7,2 wk ahead,percent,Bin,7.1,7.2,0.001545215991450088
HHS Region 7,2 wk ahead,percent,Bin,7.2,7.3,0.0011775015139795244
HHS Region 7,2 wk ahead,percent,Bin,7.3,7.4,8.415268809841387e-4
HHS Region 7,2 wk ahead,percent,Bin,7.4,7.5,5.641168445472826e-4
HHS Region 7,2 wk ahead,percent,Bin,7.5,7.6,3.546225297268444e-4
HHS Region 7,2 wk ahead,percent,Bin,7.6,7.7,2.09110530014327e-4
HHS Region 7,2 wk ahead,percent,Bin,7.7,7.8,1.156311601723858e-4
HHS Region 7,2 wk ahead,percent,Bin,7.8,7.9,5.9976139603688516e-5
HHS Region 7,2 wk ahead,percent,Bin,7.9,8,3.096519488988159e-5
HHS Region 7,2 wk ahead,percent,Bin,8,8.1,2.721951166790501e-5
HHS Region 7,2 wk ahead,percent,Bin,8.1,8.2,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,8.2,8.3,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,8.3,8.4,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,8.4,8.5,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,8.5,8.6,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,8.6,8.7,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,8.7,8.8,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,8.8,8.9,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,8.9,9,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,9,9.1,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,9.1,9.2,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,9.2,9.3,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,9.3,9.4,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,9.4,9.5,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,9.5,9.6,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,9.6,9.7,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,9.7,9.8,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,9.8,9.9,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,9.9,10,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,10,10.1,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,10.1,10.2,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,10.2,10.3,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,10.3,10.4,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,10.4,10.5,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,10.5,10.6,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,10.6,10.7,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,10.7,10.8,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,10.8,10.9,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,10.9,11,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,11,11.1,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,11.1,11.2,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,11.2,11.3,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,11.3,11.4,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,11.4,11.5,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,11.5,11.6,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,11.6,11.7,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,11.7,11.8,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,11.8,11.9,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,11.9,12,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,12,12.1,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,12.1,12.2,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,12.2,12.3,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,12.3,12.4,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,12.4,12.5,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,12.5,12.6,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,12.6,12.7,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,12.7,12.8,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,12.8,12.9,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,12.9,13,2.7219511667905255e-5
HHS Region 7,2 wk ahead,percent,Bin,13,100,2.7219511667905255e-5
HHS Region 7,3 wk ahead,percent,Bin,0,0.1,0.004789197823261608
HHS Region 7,3 wk ahead,percent,Bin,0.1,0.2,0.01062311445013459
HHS Region 7,3 wk ahead,percent,Bin,0.2,0.3,0.012086730295996391
HHS Region 7,3 wk ahead,percent,Bin,0.3,0.4,0.013622250232379932
HHS Region 7,3 wk ahead,percent,Bin,0.4,0.5,0.01521136627576178
HHS Region 7,3 wk ahead,percent,Bin,0.5,0.6,0.016831198207802916
HHS Region 7,3 wk ahead,percent,Bin,0.6,0.7,0.018455546454707164
HHS Region 7,3 wk ahead,percent,Bin,0.7,0.8,0.02005439817452777
