timezero,location,target,value
20180115,HHS Region 8,2 wk ahead,3.3
20180115,HHS Region 8,3 wk ahead,3.2
20180115,HHS Region 8,4 wk ahead,3
20180115,HHS Region 9,Season onset,20171204
20180115,HHS Region 9,Season peak week,20171225
20180115,HHS Region 9,Season peak percentage,7
20180115,HHS Region 9,1 wk ahead,4.1
20180115,HHS Region 9,2 wk ahead,4.3
20180115,HHS Region 9,3 wk ahead,4
20180115,HHS Region 9,4 wk ahead,3.9
20180115,HHS Region 10,Season onset,20171218
20180115,HHS Region 10,Season peak week,20180101
20180115,HHS Region 10,Season peak percentage,4.8
20180115,HHS Region 10,1 wk ahead,4
20180115,HHS Region 10,2 wk ahead,3.7
20180115,HHS Region 10,3 wk ahead,3
20180115,HHS Region 10,4 wk ahead,2.7
20180122,US National,Season onset,20171120
20180122,US National,Season peak week,20180129
20180122,US National,Season peak percentage,7.5
20180122,US National,1 wk ahead,7.5
20180122,US National,2 wk ahead,7.4
20180122,US National,3 wk ahead,6.5
20180122,US National,4 wk ahead,5
20180122,HHS Region 1,Season onset,20171120
20180122,HHS Region 1,Season peak week,20180205
20180122,HHS Region 1,Season peak percentage,5.8
20180122,HHS Region 1,1 wk ahead,5.2
20180122,HHS Region 1,2 wk ahead,5.8
20180122,HHS Region 1,3 wk ahead,5.3
20180122,HHS Region 1,4 wk ahead,4.4
20180122,HHS Region 2,Season onset,20171204
20180122,HHS Region 2,Season peak week,20180205
20180122,HHS Region 2,Season peak percentage,10.4
20180122,HHS Region 2,1 wk ahead,9.8
20180122,HHS Region 2,2 wk ahead,10.4
20180122,HHS Region 2,3 wk ahead,10.2
20180122,HHS Region 2,4 wk ahead,7.4
20180122,HHS Region 3,Season onset,20171218
20180122,HHS Region 3,Season peak week,20180205
20180122,HHS Region 3,Season peak percentage,7.5
20180122,HHS Region 3,1 wk ahead,7.1
20180122,HHS Region 3,2 wk ahead,7.5
20180122,HHS Region 3,3 wk ahead,7.3
20180122,HHS Region 3,4 wk ahead,5.5
20180122,HHS Region 4,Season onset,20171106
20180122,HHS Region 4,Season peak week,20180129
20180122,HHS Region 4,Season peak percentage,9.3
20180122,HHS Region 4,1 wk ahead,9.3
20180122,HHS Region 4,2 wk ahead,9
20180122,HHS Region 4,3 wk ahead,7
20180122,HHS Region 4,4 wk ahead,4.8
20180122,HHS Region 5,Season onset,20171204
20180122,HHS Region 5,Season peak week,20180205
20180122,HHS Region 5,Season peak percentage,5.8
20180122,HHS Region 5,1 wk ahead,5.7
20180122,HHS Region 5,2 wk ahead,5.8
20180122,HHS Region 5,3 wk ahead,4.7
20180122,HHS Region 5,4 wk ahead,3.8
20180122,HHS Region 6,Season onset,20171127
20180122,HHS Region 6,Season peak week,20180122
20180122,HHS Region 6,Season peak percentage,12.7
20180122,HHS Region 6,1 wk ahead,12.5
20180122,HHS Region 6,2 wk ahead,11.4
20180122,HHS Region 6,3 wk ahead,9.6
20180122,HHS Region 6,4 wk ahead,7.3
20180122,HHS Region 7,Season onset,20171204
20180122,HHS Region 7,Season peak week,20180122
20180122,HHS Region 7,Season peak percentage,8.9
20180122,HHS Region 7,1 wk ahead,8.8
20180122,HHS Region 7,2 wk ahead,8.7
20180122,HHS Region 7,3 wk ahead,7.8
20180122,HHS Region 7,4 wk ahead,5.6
20180122,HHS Region 8,Season onset,20171211
20180122,HHS Region 8,Season peak week,20180129
20180122,HHS Region 8,Season peak percentage,3.3
20180122,HHS Region 8,1 wk ahead,3.3
20180122,HHS Region 8,2 wk ahead,3.2
20180122,HHS Region 8,3 wk ahead,3
20180122,HHS Region 8,4 wk ahead,2.9
20180122,HHS Region 9,Season onset,20171204
20180122,HHS Region 9,Season peak week,20171225
20180122,HHS Region 9,Season peak percentage,7
20180122,HHS Region 9,1 wk ahead,4.3
20180122,HHS Region 9,2 wk ahead,4
20180122,HHS Region 9,3 wk ahead,3.9
20180122,HHS Region 9,4 wk ahead,3.7
20180122,HHS Region 10,Season onset,20171218
20180122,HHS Region 10,Season peak week,20180101
20180122,HHS Region 10,Season peak percentage,4.8
20180122,HHS Region 10,1 wk ahead,3.7
20180122,HHS Region 10,2 wk ahead,3
20180122,HHS Region 10,3 wk ahead,2.7
20180122,HHS Region 10,4 wk ahead,2.8
20180129,US National,Season onset,20171120
20180129,US National,Season peak week,20180129
20180129,US National,Season peak percentage,7.5
20180129,US National,1 wk ahead,7.4
20180129,US National,2 wk ahead,6.5
20180129,US National,3 wk ahead,5
20180129,US National,4 wk ahead,3.7
20180129,HHS Region 1,Season onset,20171120
20180129,HHS Region 1,Season peak week,20180205
20180129,HHS Region 1,Season peak percentage,5.8
20180129,HHS Region 1,1 wk ahead,5.8
20180129,HHS Region 1,2 wk ahead,5.3
20180129,HHS Region 1,3 wk ahead,4.4
20180129,HHS Region 1,4 wk ahead,3.4
20180129,HHS Region 2,Season onset,20171204
20180129,HHS Region 2,Season peak week,20180205
20180129,HHS Region 2,Season peak percentage,10.4
20180129,HHS Region 2,1 wk ahead,10.4
20180129,HHS Region 2,2 wk ahead,10.2
20180129,HHS Region 2,3 wk ahead,7.4
20180129,HHS Region 2,4 wk ahead,5
20180129,HHS Region 3,Season onset,20171218
20180129,HHS Region 3,Season peak week,20180205
20180129,HHS Region 3,Season peak percentage,7.5
20180129,HHS Region 3,1 wk ahead,7.5
20180129,HHS Region 3,2 wk ahead,7.3
20180129,HHS Region 3,3 wk ahead,5.5
20180129,HHS Region 3,4 wk ahead,3.8
20180129,HHS Region 4,Season onset,20171106
20180129,HHS Region 4,Season peak week,20180129
20180129,HHS Region 4,Season peak percentage,9.3
20180129,HHS Region 4,1 wk ahead,9
20180129,HHS Region 4,2 wk ahead,7
20180129,HHS Region 4,3 wk ahead,4.8
20180129,HHS Region 4,4 wk ahead,3.1
20180129,HHS Region 5,Season onset,20171204
20180129,HHS Region 5,Season peak week,20180205
20180129,HHS Region 5,Season peak percentage,5.8
20180129,HHS Region 5,1 wk ahead,5.8
20180129,HHS Region 5,2 wk ahead,4.7
20180129,HHS Region 5,3 wk ahead,3.8
20180129,HHS Region 5,4 wk ahead,3
20180129,HHS Region 6,Season onset,20171127
20180129,HHS Region 6,Season peak week,20180122
20180129,HHS Region 6,Season peak percentage,12.7
20180129,HHS Region 6,1 wk ahead,11.4
20180129,HHS Region 6,2 wk ahead,9.6
20180129,HHS Region 6,3 wk ahead,7.3
20180129,HHS Region 6,4 wk ahead,5.4
20180129,HHS Region 7,Season onset,20171204
20180129,HHS Region 7,Season peak week,20180122
20180129,HHS Region 7,Season peak percentage,8.9
20180129,HHS Region 7,1 wk ahead,8.7
20180129,HHS Region 7,2 wk ahead,7.8
20180129,HHS Region 7,3 wk ahead,5.6
20180129,HHS Region 7,4 wk ahead,4
20180129,HHS Region 8,Season onset,20171211
20180129,HHS Region 8,Season peak week,20180129
20180129,HHS Region 8,Season peak percentage,3.3
20180129,HHS Region 8,1 wk ahead,3.2
20180129,HHS Region 8,2 wk ahead,3
20180129,HHS Region 8,3 wk ahead,2.9
20180129,HHS Region 8,4 wk ahead,2.2
20180129,HHS Region 9,Season onset,20171204
20180129,HHS Region 9,Season peak week,20171225
20180129,HHS Region 9,Season peak percentage,7
20180129,HHS Region 9,1 wk ahead,4
20180129,HHS Region 9,2 wk ahead,3.9
20180129,HHS Region 9,3 wk ahead,3.7
20180129,HHS Region 9,4 wk ahead,3.7
20180129,HHS Region 10,Season onset,20171218
20180129,HHS Region 10,Season peak week,20180101
20180129,HHS Region 10,Season peak percentage,4.8
20180129,HHS Region 10,1 wk ahead,3
20180129,HHS Region 10,2 wk ahead,2.7
20180129,HHS Region 10,3 wk ahead,2.8
20180129,HHS Region 10,4 wk ahead,2.4
20180205,US National,Season onset,20171120
20180205,US National,Season peak week,20180129
20180205,US National,Season peak percentage,7.5
20180205,US National,1 wk ahead,6.5
20180205,US National,2 wk ahead,5
20180205,US National,3 wk ahead,3.7
20180205,US National,4 wk ahead,3.2
20180205,HHS Region 1,Season onset,20171120
20180205,HHS Region 1,Season peak week,20180205
20180205,HHS Region 1,Season peak percentage,5.8
20180205,HHS Region 1,1 wk ahead,5.3
20180205,HHS Region 1,2 wk ahead,4.4
20180205,HHS Region 1,3 wk ahead,3.4
20180205,HHS Region 1,4 wk ahead,2.6
20180205,HHS Region 2,Season onset,20171204
20180205,HHS Region 2,Season peak week,20180205
20180205,HHS Region 2,Season peak percentage,10.4
20180205,HHS Region 2,1 wk ahead,10.2
20180205,HHS Region 2,2 wk ahead,7.4
20180205,HHS Region 2,3 wk ahead,5
20180205,HHS Region 2,4 wk ahead,4.6
20180205,HHS Region 3,Season onset,20171218
20180205,HHS Region 3,Season peak week,20180205
20180205,HHS Region 3,Season peak percentage,7.5
20180205,HHS Region 3,1 wk ahead,7.3
20180205,HHS Region 3,2 wk ahead,5.5
20180205,HHS Region 3,3 wk ahead,3.8
20180205,HHS Region 3,4 wk ahead,2.9
20180205,HHS Region 4,Season onset,20171106
20180205,HHS Region 4,Season peak week,20180129
20180205,HHS Region 4,Season peak percentage,9.3
20180205,HHS Region 4,1 wk ahead,7
20180205,HHS Region 4,2 wk ahead,4.8
20180205,HHS Region 4,3 wk ahead,3.1
20180205,HHS Region 4,4 wk ahead,2.7
20180205,HHS Region 5,Season onset,20171204
20180205,HHS Region 5,Season peak week,20180205
20180205,HHS Region 5,Season peak percentage,5.8
20180205,HHS Region 5,1 wk ahead,4.7
20180205,HHS Region 5,2 wk ahead,3.8
20180205,HHS Region 5,3 wk ahead,3
20180205,HHS Region 5,4 wk ahead,2.6
20180205,HHS Region 6,Season onset,20171127
20180205,HHS Region 6,Season peak week,20180122
20180205,HHS Region 6,Season peak percentage,12.7
20180205,HHS Region 6,1 wk ahead,9.6
20180205,HHS Region 6,2 wk ahead,7.3
20180205,HHS Region 6,3 wk ahead,5.4
20180205,HHS Region 6,4 wk ahead,4.3
20180205,HHS Region 7,Season onset,20171204
20180205,HHS Region 7,Season peak week,20180122
20180205,HHS Region 7,Season peak percentage,8.9
20180205,HHS Region 7,1 wk ahead,7.8
20180205,HHS Region 7,2 wk ahead,5.6
20180205,HHS Region 7,3 wk ahead,4
20180205,HHS Region 7,4 wk ahead,3.6
20180205,HHS Region 8,Season onset,20171211
20180205,HHS Region 8,Season peak week,20180129
20180205,HHS Region 8,Season peak percentage,3.3
20180205,HHS Region 8,1 wk ahead,3
20180205,HHS Region 8,2 wk ahead,2.9
20180205,HHS Region 8,3 wk ahead,2.2
20180205,HHS Region 8,4 wk ahead,1.9
20180205,HHS Region 9,Season onset,20171204
20180205,HHS Region 9,Season peak week,20171225
20180205,HHS Region 9,Season peak percentage,7
20180205,HHS Region 9,1 wk ahead,3.9
20180205,HHS Region 9,2 wk ahead,3.7
20180205,HHS Region 9,3 wk ahead,3.7
20180205,HHS Region 9,4 wk ahead,3.5
20180205,HHS Region 10,Season onset,20171218
20180205,HHS Region 10,Season peak week,20180101
20180205,HHS Region 10,Season peak percentage,4.8
20180205,HHS Region 10,1 wk ahead,2.7
20180205,HHS Region 10,2 wk ahead,2.8
20180205,HHS Region 10,3 wk ahead,2.4
20180205,HHS Region 10,4 wk ahead,2
20180212,US National,Season onset,20171120
20180212,US National,Season peak week,20180129
20180212,US National,Season peak percentage,7.5
20180212,US National,1 wk ahead,5
20180212,US National,2 wk ahead,3.7
20180212,US National,3 wk ahead,3.2
20180212,US National,4 wk ahead,2.8
20180212,HHS Region 1,Season onset,20171120
20180212,HHS Region 1,Season peak week,20180205
20180212,HHS Region 1,Season peak percentage,5.8
20180212,HHS Region 1,1 wk ahead,4.4
20180212,HHS Region 1,2 wk ahead,3.4
20180212,HHS Region 1,3 wk ahead,2.6
20180212,HHS Region 1,4 wk ahead,2.4
20180212,HHS Region 2,Season onset,20171204
20180212,HHS Region 2,Season peak week,20180205
20180212,HHS Region 2,Season peak percentage,10.4
20180212,HHS Region 2,1 wk ahead,7.4
20180212,HHS Region 2,2 wk ahead,5
20180212,HHS Region 2,3 wk ahead,4.6
20180212,HHS Region 2,4 wk ahead,3.7
20180212,HHS Region 3,Season onset,20171218
20180212,HHS Region 3,Season peak week,20180205
20180212,HHS Region 3,Season peak percentage,7.5
20180212,HHS Region 3,1 wk ahead,5.5
20180212,HHS Region 3,2 wk ahead,3.8
20180212,HHS Region 3,3 wk ahead,2.9
20180212,HHS Region 3,4 wk ahead,2.7
20180212,HHS Region 4,Season onset,20171106
20180212,HHS Region 4,Season peak week,20180129
20180212,HHS Region 4,Season peak percentage,9.3
20180212,HHS Region 4,1 wk ahead,4.8
20180212,HHS Region 4,2 wk ahead,3.1
20180212,HHS Region 4,3 wk ahead,2.7
20180212,HHS Region 4,4 wk ahead,2.4
20180212,HHS Region 5,Season onset,20171204
20180212,HHS Region 5,Season peak week,20180205
20180212,HHS Region 5,Season peak percentage,5.8
20180212,HHS Region 5,1 wk ahead,3.8
20180212,HHS Region 5,2 wk ahead,3
20180212,HHS Region 5,3 wk ahead,2.6
20180212,HHS Region 5,4 wk ahead,2.3
20180212,HHS Region 6,Season onset,20171127
20180212,HHS Region 6,Season peak week,20180122
20180212,HHS Region 6,Season peak percentage,12.7
20180212,HHS Region 6,1 wk ahead,7.3
20180212,HHS Region 6,2 wk ahead,5.4
20180212,HHS Region 6,3 wk ahead,4.3
20180212,HHS Region 6,4 wk ahead,3.4
20180212,HHS Region 7,Season onset,20171204
20180212,HHS Region 7,Season peak week,20180122
20180212,HHS Region 7,Season peak percentage,8.9
20180212,HHS Region 7,1 wk ahead,5.6
20180212,HHS Region 7,2 wk ahead,4
20180212,HHS Region 7,3 wk ahead,3.6
20180212,HHS Region 7,4 wk ahead,2.5
20180212,HHS Region 8,Season onset,20171211
20180212,HHS Region 8,Season peak week,20180129
20180212,HHS Region 8,Season peak percentage,3.3
20180212,HHS Region 8,1 wk ahead,2.9
20180212,HHS Region 8,2 wk ahead,2.2
20180212,HHS Region 8,3 wk ahead,1.9
20180212,HHS Region 8,4 wk ahead,1.6
20180212,HHS Region 9,Season onset,20171204
20180212,HHS Region 9,Season peak week,20171225
20180212,HHS Region 9,Season peak percentage,7
20180212,HHS Region 9,1 wk ahead,3.7
20180212,HHS Region 9,2 wk ahead,3.7
20180212,HHS Region 9,3 wk ahead,3.5
20180212,HHS Region 9,4 wk ahead,3.3
20180212,HHS Region 10,Season onset,20171218
20180212,HHS Region 10,Season peak week,20180101
20180212,HHS Region 10,Season peak percentage,4.8
20180212,HHS Region 10,1 wk ahead,2.8
20180212,HHS Region 10,2 wk ahead,2.4
20180212,HHS Region 10,3 wk ahead,2
20180212,HHS Region 10,4 wk ahead,2.5
20180219,US National,Season onset,20171120
20180219,US National,Season peak week,20180129
20180219,US National,Season peak percentage,7.5
20180219,US National,1 wk ahead,3.7
20180219,US National,2 wk ahead,3.2
20180219,US National,3 wk ahead,2.8
20180219,US National,4 wk ahead,2.5
20180219,HHS Region 1,Season onset,20171120
20180219,HHS Region 1,Season peak week,20180205
20180219,HHS Region 1,Season peak percentage,5.8
20180219,HHS Region 1,1 wk ahead,3.4
20180219,HHS Region 1,2 wk ahead,2.6
20180219,HHS Region 1,3 wk ahead,2.4
20180219,HHS Region 1,4 wk ahead,2.1
20180219,HHS Region 2,Season onset,20171204
20180219,HHS Region 2,Season peak week,20180205
20180219,HHS Region 2,Season peak percentage,10.4
20180219,HHS Region 2,1 wk ahead,5
20180219,HHS Region 2,2 wk ahead,4.6
20180219,HHS Region 2,3 wk ahead,3.7
20180219,HHS Region 2,4 wk ahead,3.2
20180219,HHS Region 3,Season onset,20171218
20180219,HHS Region 3,Season peak week,20180205
20180219,HHS Region 3,Season peak percentage,7.5
20180219,HHS Region 3,1 wk ahead,3.8
20180219,HHS Region 3,2 wk ahead,2.9
20180219,HHS Region 3,3 wk ahead,2.7
20180219,HHS Region 3,4 wk ahead,2.5
20180219,HHS Region 4,Season onset,20171106
20180219,HHS Region 4,Season peak week,20180129
20180219,HHS Region 4,Season peak percentage,9.3
20180219,HHS Region 4,1 wk ahead,3.1
20180219,HHS Region 4,2 wk ahead,2.7
20180219,HHS Region 4,3 wk ahead,2.4
20180219,HHS Region 4,4 wk ahead,2
20180219,HHS Region 5,Season onset,20171204
20180219,HHS Region 5,Season peak week,20180205
20180219,HHS Region 5,Season peak percentage,5.8
20180219,HHS Region 5,1 wk ahead,3
20180219,HHS Region 5,2 wk ahead,2.6
20180219,HHS Region 5,3 wk ahead,2.3
20180219,HHS Region 5,4 wk ahead,2.2
20180219,HHS Region 6,Season onset,20171127
20180219,HHS Region 6,Season peak week,20180122
20180219,HHS Region 6,Season peak percentage,12.7
20180219,HHS Region 6,1 wk ahead,5.4
20180219,HHS Region 6,2 wk ahead,4.3
20180219,HHS Region 6,3 wk ahead,3.4
20180219,HHS Region 6,4 wk ahead,2.8
20180219,HHS Region 7,Season onset,20171204
20180219,HHS Region 7,Season peak week,20180122
20180219,HHS Region 7,Season peak percentage,8.9
20180219,HHS Region 7,1 wk ahead,4
20180219,HHS Region 7,2 wk ahead,3.6
20180219,HHS Region 7,3 wk ahead,2.5
20180219,HHS Region 7,4 wk ahead,2.7
20180219,HHS Region 8,Season onset,20171211
20180219,HHS Region 8,Season peak week,20180129
20180219,HHS Region 8,Season peak percentage,3.3
20180219,HHS Region 8,1 wk ahead,2.2
20180219,HHS Region 8,2 wk ahead,1.9
20180219,HHS Region 8,3 wk ahead,1.6
20180219,HHS Region 8,4 wk ahead,1.3
20180219,HHS Region 9,Season onset,20171204
20180219,HHS Region 9,Season peak week,20171225
20180219,HHS Region 9,Season peak percentage,7
20180219,HHS Region 9,1 wk ahead,3.7
20180219,HHS Region 9,2 wk ahead,3.5
20180219,HHS Region 9,3 wk ahead,3.3
20180219,HHS Region 9,4 wk ahead,3
20180219,HHS Region 10,Season onset,20171218
20180219,HHS Region 10,Season peak week,20180101
20180219,HHS Region 10,Season peak percentage,4.8
20180219,HHS Region 10,1 wk ahead,2.4
20180219,HHS Region 10,2 wk ahead,2
20180219,HHS Region 10,3 wk ahead,2.5
20180219,HHS Region 10,4 wk ahead,2.2
20180226,US National,Season onset,20171120
20180226,US National,Season peak week,20180129
20180226,US National,Season peak percentage,7.5
20180226,US National,1 wk ahead,3.2
20180226,US National,2 wk ahead,2.8
20180226,US National,3 wk ahead,2.5
20180226,US National,4 wk ahead,2.4
20180226,HHS Region 1,Season onset,20171120
20180226,HHS Region 1,Season peak week,20180205
20180226,HHS Region 1,Season peak percentage,5.8
20180226,HHS Region 1,1 wk ahead,2.6
20180226,HHS Region 1,2 wk ahead,2.4
20180226,HHS Region 1,3 wk ahead,2.1
20180226,HHS Region 1,4 wk ahead,2.2
20180226,HHS Region 2,Season onset,20171204
20180226,HHS Region 2,Season peak week,20180205
20180226,HHS Region 2,Season peak percentage,10.4
20180226,HHS Region 2,1 wk ahead,4.6
20180226,HHS Region 2,2 wk ahead,3.7
20180226,HHS Region 2,3 wk ahead,3.2
20180226,HHS Region 2,4 wk ahead,3.2
20180226,HHS Region 3,Season onset,20171218
20180226,HHS Region 3,Season peak week,20180205
20180226,HHS Region 3,Season peak percentage,7.5
20180226,HHS Region 3,1 wk ahead,2.9
20180226,HHS Region 3,2 wk ahead,2.7
20180226,HHS Region 3,3 wk ahead,2.5
20180226,HHS Region 3,4 wk ahead,2.5
20180226,HHS Region 4,Season onset,20171106
20180226,HHS Region 4,Season peak week,20180129
20180226,HHS Region 4,Season peak percentage,9.3
20180226,HHS Region 4,1 wk ahead,2.7
20180226,HHS Region 4,2 wk ahead,2.4
20180226,HHS Region 4,3 wk ahead,2
20180226,HHS Region 4,4 wk ahead,2.1
20180226,HHS Region 5,Season onset,20171204
20180226,HHS Region 5,Season peak week,20180205
20180226,HHS Region 5,Season peak percentage,5.8
20180226,HHS Region 5,1 wk ahead,2.6
20180226,HHS Region 5,2 wk ahead,2.3
20180226,HHS Region 5,3 wk ahead,2.2
20180226,HHS Region 5,4 wk ahead,2.2
20180226,HHS Region 6,Season onset,20171127
20180226,HHS Region 6,Season peak week,20180122
20180226,HHS Region 6,Season peak percentage,12.7
20180226,HHS Region 6,1 wk ahead,4.3
20180226,HHS Region 6,2 wk ahead,3.4
20180226,HHS Region 6,3 wk ahead,2.8
20180226,HHS Region 6,4 wk ahead,3
20180226,HHS Region 7,Season onset,20171204
20180226,HHS Region 7,Season peak week,20180122
20180226,HHS Region 7,Season peak percentage,8.9
20180226,HHS Region 7,1 wk ahead,3.6
20180226,HHS Region 7,2 wk ahead,2.5
20180226,HHS Region 7,3 wk ahead,2.7
20180226,HHS Region 7,4 wk ahead,2
20180226,HHS Region 8,Season onset,20171211
20180226,HHS Region 8,Season peak week,20180129
20180226,HHS Region 8,Season peak percentage,3.3
20180226,HHS Region 8,1 wk ahead,1.9
20180226,HHS Region 8,2 wk ahead,1.6
20180226,HHS Region 8,3 wk ahead,1.3
20180226,HHS Region 8,4 wk ahead,1.1
20180226,HHS Region 9,Season onset,20171204
20180226,HHS Region 9,Season peak week,20171225
20180226,HHS Region 9,Season peak percentage,7
20180226,HHS Region 9,1 wk ahead,3.5
20180226,HHS Region 9,2 wk ahead,3.3
20180226,HHS Region 9,3 wk ahead,3
20180226,HHS Region 9,4 wk ahead,2.8
20180226,HHS Region 10,Season onset,20171218
20180226,HHS Region 10,Season peak week,20180101
20180226,HHS Region 10,Season peak percentage,4.8
20180226,HHS Region 10,1 wk ahead,2
20180226,HHS Region 10,2 wk ahead,2.5
20180226,HHS Region 10,3 wk ahead,2.2
20180226,HHS Region 10,4 wk ahead,1.9
20180305,US National,Season onset,20171120
20180305,US National,Season peak week,20180129
20180305,US National,Season peak percentage,7.5
20180305,US National,1 wk ahead,2.8
20180305,US National,2 wk ahead,2.5
20180305,US National,3 wk ahead,2.4
20180305,US National,4 wk ahead,2.1
20180305,HHS Region 1,Season onset,20171120
20180305,HHS Region 1,Season peak week,20180205
20180305,HHS Region 1,Season peak percentage,5.8
20180305,HHS Region 1,1 wk ahead,2.4
20180305,HHS Region 1,2 wk ahead,2.1
20180305,HHS Region 1,3 wk ahead,2.2
20180305,HHS Region 1,4 wk ahead,2
20180305,HHS Region 2,Season onset,20171204
20180305,HHS Region 2,Season peak week,20180205
20180305,HHS Region 2,Season peak percentage,10.4
20180305,HHS Region 2,1 wk ahead,3.7
20180305,HHS Region 2,2 wk ahead,3.2
20180305,HHS Region 2,3 wk ahead,3.2
20180305,HHS Region 2,4 wk ahead,2.9
20180305,HHS Region 3,Season onset,20171218
20180305,HHS Region 3,Season peak week,20180205
20180305,HHS Region 3,Season peak percentage,7.5
20180305,HHS Region 3,1 wk ahead,2.7
20180305,HHS Region 3,2 wk ahead,2.5
20180305,HHS Region 3,3 wk ahead,2.5
20180305,HHS Region 3,4 wk ahead,2
20180305,HHS Region 4,Season onset,20171106
20180305,HHS Region 4,Season peak week,20180129
20180305,HHS Region 4,Season peak percentage,9.3
20180305,HHS Region 4,1 wk ahead,2.4
20180305,HHS Region 4,2 wk ahead,2
20180305,HHS Region 4,3 wk ahead,2.1
20180305,HHS Region 4,4 wk ahead,1.8
20180305,HHS Region 5,Season onset,20171204
20180305,HHS Region 5,Season peak week,20180205
20180305,HHS Region 5,Season peak percentage,5.8
20180305,HHS Region 5,1 wk ahead,2.3
20180305,HHS Region 5,2 wk ahead,2.2
20180305,HHS Region 5,3 wk ahead,2.2
20180305,HHS Region 5,4 wk ahead,1.8
20180305,HHS Region 6,Season onset,20171127
20180305,HHS Region 6,Season peak week,20180122
20180305,HHS Region 6,Season peak percentage,12.7
20180305,HHS Region 6,1 wk ahead,3.4
20180305,HHS Region 6,2 wk ahead,2.8
20180305,HHS Region 6,3 wk ahead,3
20180305,HHS Region 6,4 wk ahead,2.5
20180305,HHS Region 7,Season onset,20171204
20180305,HHS Region 7,Season peak week,20180122
20180305,HHS Region 7,Season peak percentage,8.9
20180305,HHS Region 7,1 wk ahead,2.5
20180305,HHS Region 7,2 wk ahead,2.7
20180305,HHS Region 7,3 wk ahead,2
20180305,HHS Region 7,4 wk ahead,1.7
20180305,HHS Region 8,Season onset,20171211
20180305,HHS Region 8,Season peak week,20180129
20180305,HHS Region 8,Season peak percentage,3.3
20180305,HHS Region 8,1 wk ahead,1.6
20180305,HHS Region 8,2 wk ahead,1.3
20180305,HHS Region 8,3 wk ahead,1.1
20180305,HHS Region 8,4 wk ahead,1.1
20180305,HHS Region 9,Season onset,20171204
20180305,HHS Region 9,Season peak week,20171225
20180305,HHS Region 9,Season peak percentage,7
20180305,HHS Region 9,1 wk ahead,3.3
20180305,HHS Region 9,2 wk ahead,3
20180305,HHS Region 9,3 wk ahead,2.8
20180305,HHS Region 9,4 wk ahead,2.5
20180305,HHS Region 10,Season onset,20171218
20180305,HHS Region 10,Season peak week,20180101
20180305,HHS Region 10,Season peak percentage,4.8
20180305,HHS Region 10,1 wk ahead,2.5
20180305,HHS Region 10,2 wk ahead,2.2
20180305,HHS Region 10,3 wk ahead,1.9
20180305,HHS Region 10,4 wk ahead,1.7
20180312,US National,Season onset,20171120
20180312,US National,Season peak week,20180129
20180312,US National,Season peak percentage,7.5
20180312,US National,1 wk ahead,2.5
20180312,US National,2 wk ahead,2.4
20180312,US National,3 wk ahead,2.1
20180312,US National,4 wk ahead,1.8
20180312,HHS Region 1,Season onset,20171120
20180312,HHS Region 1,Season peak week,20180205
20180312,HHS Region 1,Season peak percentage,5.8
20180312,HHS Region 1,1 wk ahead,2.1
20180312,HHS Region 1,2 wk ahead,2.2
20180312,HHS Region 1,3 wk ahead,2
20180312,HHS Region 1,4 wk ahead,1.9
20180312,HHS Region 2,Season onset,20171204
20180312,HHS Region 2,Season peak week,20180205
20180312,HHS Region 2,Season peak percentage,10.4
20180312,HHS Region 2,1 wk ahead,3.2
20180312,HHS Region 2,2 wk ahead,3.2
20180312,HHS Region 2,3 wk ahead,2.9
20180312,HHS Region 2,4 wk ahead,2.6
20180312,HHS Region 3,Season onset,20171218
20180312,HHS Region 3,Season peak week,20180205
20180312,HHS Region 3,Season peak percentage,7.5
20180312,HHS Region 3,1 wk ahead,2.5
20180312,HHS Region 3,2 wk ahead,2.5
20180312,HHS Region 3,3 wk ahead,2
20180312,HHS Region 3,4 wk ahead,1.7
20180312,HHS Region 4,Season onset,20171106
20180312,HHS Region 4,Season peak week,20180129
20180312,HHS Region 4,Season peak percentage,9.3
20180312,HHS Region 4,1 wk ahead,2
20180312,HHS Region 4,2 wk ahead,2.1
20180312,HHS Region 4,3 wk ahead,1.8
20180312,HHS Region 4,4 wk ahead,1.5
20180312,HHS Region 5,Season onset,20171204
20180312,HHS Region 5,Season peak week,20180205
20180312,HHS Region 5,Season peak percentage,5.8
20180312,HHS Region 5,1 wk ahead,2.2
20180312,HHS Region 5,2 wk ahead,2.2
20180312,HHS Region 5,3 wk ahead,1.8
20180312,HHS Region 5,4 wk ahead,1.7
20180312,HHS Region 6,Season onset,20171127
20180312,HHS Region 6,Season peak week,20180122
20180312,HHS Region 6,Season peak percentage,12.7
20180312,HHS Region 6,1 wk ahead,2.8
20180312,HHS Region 6,2 wk ahead,3
20180312,HHS Region 6,3 wk ahead,2.5
20180312,HHS Region 6,4 wk ahead,2.1
20180312,HHS Region 7,Season onset,20171204
20180312,HHS Region 7,Season peak week,20180122
20180312,HHS Region 7,Season peak percentage,8.9
20180312,HHS Region 7,1 wk ahead,2.7
20180312,HHS Region 7,2 wk ahead,2
20180312,HHS Region 7,3 wk ahead,1.7
20180312,HHS Region 7,4 wk ahead,1.3
20180312,HHS Region 8,Season onset,20171211
20180312,HHS Region 8,Season peak week,20180129
20180312,HHS Region 8,Season peak percentage,3.3
20180312,HHS Region 8,1 wk ahead,1.3
20180312,HHS Region 8,2 wk ahead,1.1
20180312,HHS Region 8,3 wk ahead,1.1
